date,pm25t,precip,temp,API,0.1
7/25/20,8,0,24.7,0.00323,
7/26/20,16,0,24.7,0.000323,
7/27/20,10,0,26.35,0.000029,
7/28/20,6,0,26.7,0,
7/29/20,11,0,23.65,0,
7/30/20,17,0,24.45,0.04,
7/31/20,9,0.04,23.9,0.004,
8/1/20,8,0,26.1,1.5704,
8/2/20,3,1.57,25.8,0.15704,
8/3/20,8,0,25,0.015704,
8/4/20,6,0,25,0.15157,
8/5/20,8,0.15,20.85,0.015157,
8/6/20,8,,,0.0015,
8/7/20,11,0,22.25,0.00015,
8/8/20,9,0,25.3,0.000015,
8/9/20,18,0,23.9,0,
8/10/20,20,0,23.9,0,
8/11/20,12,0,27.25,0.12,
8/12/20,7,0.12,27.5,0.012,
8/13/20,10,0,28.05,0.0012,
8/14/20,10,0,27.5,0.00012,
8/15/20,9,0,26.1,0.000012,
8/16/20,9,0,20.55,0,
8/17/20,8,0,22.2,0,
8/18/20,9,0,23.05,0,
8/19/20,4,0,23.3,0,
8/20/20,7,0,20.8,0,
8/21/20,20,0,21.35,0,
8/22/20,14,0,24.15,0.75,
8/23/20,9,0.75,26.1,0.675,
8/24/20,11,0.6,23.85,0.0675,
8/25/20,13,0,25.3,0.00675,
8/26/20,13,,,0.000675,
8/27/20,11,0,27.5,0.75006,
8/28/20,8,0.75,26.65,1.375,
8/29/20,6,1.3,21.4,0.1375,
8/30/20,6,0,23.85,0.01375,
8/31/20,5,0,20.25,0.001375,
9/1/20,5,0,21.1,0.38013,
9/2/20,7,0.38,25,0.388,
9/3/20,4,0.35,23.3,0.0488,
9/4/20,4,0.01,23.05,0.00488,
9/5/20,10,,,0.000488,
9/6/20,9,,,0.000045,
9/7/20,11,,,0.000001,
9/8/20,8,0,22.5,0,
9/9/20,7,0,24.15,0,
9/10/20,2,0,25,0,
9/11/20,4,0,24.45,0,
9/12/20,5,0,20.55,0,
9/13/20,4,0,21.65,0,
9/14/20,6,,,0,
9/15/20,4,0,16.1,0,
9/16/20,9,0,17.8,0,
9/17/20,18,0,18.05,0,
9/18/20,9,0,18.6,0,
9/19/20,4,0,13.9,0,
9/20/20,5,0,12.8,0,
9/21/20,4,0,11.95,0,
9/22/20,9,0,12.5,0,
9/23/20,20,0,13.35,0,
9/24/20,20,0,15.55,0,
9/25/20,17,0,19.2,0,
9/26/20,11,,,0,
9/27/20,7,,,0,
