date,pm25t,precip,temp,API,0.1
9/3/18,16,0,25.8,0,
9/4/18,10,0,27.2,0,
9/5/18,11,0,27.5,0,
9/6/18,14,,,0.48,
9/7/18,7,0.48,25.55,0.538,
9/8/18,6,0.49,25,1.4738,
9/9/18,1,1.42,16.95,3.54738,
9/10/18,3,3.4,15,0.494738,
9/11/18,5,0.14,17.5,0.049469,
9/12/18,6,0,18.9,0.004942,
9/13/18,3,0,21.7,0.00048,
9/14/18,4,0,25.55,0.000014,
9/15/18,3,0,26.95,0,
9/16/18,5,0,23.05,0,
9/17/18,5,0,24.75,0.95,
9/18/18,8,0.95,23.1,0.095,
9/19/18,13,0,23.6,0.0095,
9/20/18,13,,,0.00095,
9/21/18,12,0,23.6,0.940095,
9/22/18,6,0.94,23.6,0.094,
9/23/18,6,0,16.65,0.0094,
9/24/18,1,0,18.6,0.47094,
9/25/18,5,0.47,18.9,0.357094,
9/26/18,7,0.31,20,0.0657,
9/27/18,5,0.03,19.45,0.08657,
9/28/18,7,0.08,16.35,0.008657,
9/29/18,8,0,17.2,0.000861,
9/30/18,12,0,15.3,0.000083,
10/1/18,17,0,18.1,0.000008,
10/2/18,12,0,19.75,1.43,
10/3/18,10,1.43,21.7,0.143,
10/4/18,11,0,21.35,0.8443,
10/5/18,9,0.83,20,0.08443,
10/6/18,11,0,19.45,0.308443,
10/7/18,16,0.3,24.15,0.03083,
10/8/18,10,0,24.75,0.003083,
10/9/18,5,0,25,0.0003,
10/10/18,4,0,25.3,0.03003,
10/11/18,6,0.03,25.25,0.003,
10/12/18,4,0,15.55,0.3103,
10/13/18,5,0.31,15.25,0.07103,
10/14/18,7,0.04,8.9,0.047103,
10/15/18,6,0.04,9.7,0.11471,
10/16/18,4,0.11,12.5,0.011471,
10/17/18,6,0,9.7,0.001144,
10/18/18,6,0,10.25,0.000114,
10/19/18,16,0,7.5,0.040011,
10/20/18,6,0.04,8.9,0.174,
10/21/18,4,0.17,12.2,0.0174,
10/22/18,6,0,3.05,0.00174,
10/23/18,5,0,8.05,0.000174,
10/24/18,3,0,10.55,0.000017,
10/25/18,9,0,5.55,0,
10/26/18,6,0,4.75,0.65,
10/27/18,4,0.65,8.35,0.385,
10/28/18,6,0.32,8.65,0.3385,
10/29/18,6,0.3,8.35,0.03385,
10/30/18,10,0,8.35,0.003385,
10/31/18,12,,,0.160332,
11/1/18,9,0.16,12.2,0.14603,
11/2/18,4,0.13,16.1,0.0446,
11/3/18,7,0.03,11.4,0.00446,
11/4/18,8,,,0.200446,
11/5/18,5,0.2,8.6,0.110043,
11/6/18,4,0.09,13.6,0.131003,
11/7/18,6,0.12,13.9,0.0131,
11/8/18,10,0,8.05,0.15131,
11/9/18,6,0.15,6.1,0.615129,
11/10/18,5,0.6,0.3,0.061512,
11/11/18,12,0,-2.75,0.00615,
11/12/18,18,0,3.05,0.790615,
11/13/18,13,0.79,2.5,0.11906,
11/14/18,6,0.04,1.9,0.0219,
11/15/18,6,0.01,0.55,0.93219,
11/16/18,10,0.93,1.95,0.093219,
11/17/18,19,0,1.95,0.009314,
11/18/18,18,0,3.6,0.100931,
11/19/18,11,0.1,6.95,0.260093,
11/20/18,10,0.25,3.35,0.026,
11/21/18,13,0,1.95,0.0026,
11/22/18,3,,,0.00026,
11/23/18,7,0,-3.9,0.000025,
11/24/18,7,0,4.15,0.47,
11/25/18,13,0.47,6.35,0.107,
11/26/18,3,0.06,7.8,0.1507,
11/27/18,4,0.14,4.45,0.07507,
11/28/18,8,0.06,-1.4,0.007507,
11/29/18,15,,,0.000746,
11/30/18,22,0,0.3,0.000074,
12/1/18,11,0,4.2,0.360006,
12/2/18,6,0.36,6.4,0.036,
12/3/18,3,0,13.6,0.0536,
12/4/18,4,0.05,4.15,0.01536,
12/5/18,9,0.01,1.1,0.001536,
12/6/18,8,0,0.3,0.00015,
12/7/18,8,0,-0.55,0.000015,
12/8/18,16,0,-1.4,0.000001,
12/9/18,12,0,-4.2,0,
12/10/18,18,0,-4.15,0,
12/11/18,17,0,-5,0,
12/12/18,17,,,0,
12/13/18,17,0,1.65,0,
12/14/18,18,0,4.15,0.33,
12/15/18,8,0.33,4.7,0.883,
12/16/18,5,0.85,7.25,0.2783,
12/17/18,12,0.19,4.45,0.02783,
12/18/18,8,0,0.8,0.002783,
12/19/18,18,0,-0.3,0.000275,
12/20/18,9,0,-1.1,0.790019,
12/21/18,5,0.79,3.6,0.979,
12/22/18,7,0.9,5.3,0.1179,
12/23/18,9,0.02,2.25,0.06179,
12/24/18,8,0.05,3.35,0.006179,
12/25/18,15,0,2.5,0.00061,
12/26/18,13,0,1.15,0.000052,
12/27/18,7,0,2.25,0.400005,
12/28/18,6,0.4,4.2,0.07,
12/29/18,6,0.03,9.7,0.007,
12/30/18,8,,,0.0007,
12/31/18,13,,,0.57007,
1/1/19,4,0.57,8.6,0.067003,
1/2/19,10,0.01,6.65,0.0067,
1/3/19,9,0,4.45,0.00067,
1/4/19,22,0,0.85,0.000067,
1/5/19,12,0,2.25,0.000001,
1/6/19,9,0,5.55,0,
1/7/19,5,0,4.7,0,
1/8/19,6,0,5,0.23,
1/9/19,5,0.23,8.85,0.133,
1/10/19,3,0.11,-0.55,0.0133,
1/11/19,10,0,-3.85,0.00133,
1/12/19,13,0,-2.5,1.160133,
1/13/19,14,1.16,-1.65,0.116011,
1/14/19,12,0,-0.55,0.0116,
1/15/19,14,0,0.3,0.01116,
1/16/19,9,0.01,-1.95,0.001116,
1/17/19,8,0,-1.4,0.0501,
1/18/19,16,0.05,-1.1,0.00501,
1/19/19,12,0,1.1,1.850501,
1/20/19,3,1.85,-0.55,0.18505,
1/21/19,7,0,-9.15,0.018505,
1/22/19,11,0,-14.7,0.00185,
1/23/19,16,0,-5,0.460185,
1/24/19,6,0.46,5,0.776,
1/25/19,7,0.73,1.15,0.0776,
1/26/19,9,0,-5.3,0.30776,
1/27/19,10,0.3,-3.3,0.030776,
1/28/19,11,0,-4.2,0.053073,
1/29/19,11,0.05,0.55,0.1153,
1/30/19,6,0.11,-3.05,0.01153,
1/31/19,7,0,-15.3,1.03115,
2/1/19,14,1.03,-16.65,0.103115,
2/2/19,32,0,-10,0.010311,
2/3/19,25,0,-3.9,0.00103,
2/4/19,23,0,8.35,0.000103,
2/5/19,11,0,8.9,0.01,
2/6/19,12,0.01,9.15,0.631,
2/7/19,11,0.63,8.6,0.8331,
2/8/19,4,0.77,11.95,0.08331,
2/9/19,6,0,-0.8,0.008331,
2/10/19,12,0,-5,1.720833,
2/11/19,17,1.72,-2.5,0.682077,
2/12/19,2,0.51,1.95,0.6782,
2/13/19,5,0.61,2.8,0.06782,
2/14/19,7,0,-1.65,0.006782,
2/15/19,8,,,0.000661,
2/16/19,8,0,4.75,0.000061,
2/17/19,7,0,-2.75,0.17,
2/18/19,10,0.17,-0.55,0.017,
2/19/19,8,0,-2.2,0.0017,
2/20/19,6,0,-3.9,2.86017,
2/21/19,7,2.86,2.2,0.286017,
2/22/19,18,0,5.85,0.0286,
2/23/19,11,0,3.9,0.15286,
2/24/19,3,0.15,4.15,0.035286,
2/25/19,5,0.02,6.7,0.0035,
2/26/19,7,0,0,0.00035,
2/27/19,9,0,0,0.000035,
2/28/19,11,0,5.25,0.160002,
3/1/19,13,0.16,0.8,0.016,
3/2/19,19,,,0.0016,
3/3/19,18,,,0.00016,
3/4/19,6,,,0.000016,
3/5/19,13,0,-6.95,0.02,
3/6/19,11,0.02,-8.35,0.002,
3/7/19,15,0,-7.2,0.0002,
3/8/19,17,0,-2.8,0.00002,
3/9/19,15,0,-1.1,0.690002,
3/10/19,7,0.69,3.05,0.069,
3/11/19,8,0,8.6,0.0069,
3/12/19,11,0,4.15,0.00069,
3/13/19,11,0,2.75,0.000069,
3/14/19,9,0,6.65,0.2,
3/15/19,5,0.2,15.85,0.06,
3/16/19,4,0.04,8.9,0.006,
3/17/19,5,0,2.2,0.0006,
3/18/19,8,0,2.2,0.00006,
3/19/19,14,0,1.65,0.000004,
3/20/19,14,0,3.9,0,
3/21/19,16,0,5,0.06,
3/22/19,7,0.06,8.05,0.086,
3/23/19,5,0.08,2.25,0.0086,
3/24/19,17,0,3.3,0.03086,
3/25/19,11,0.03,6.1,0.253086,
3/26/19,5,0.25,3.6,0.025308,
3/27/19,9,0,3.9,0.00253,
3/28/19,11,,,0.250253,
3/29/19,17,0.25,8.9,0.025025,
3/30/19,16,,,0.0025,
3/31/19,4,,,0.00025,
4/1/19,5,0,-0.3,0.000025,
4/2/19,8,0,2.2,0,
4/3/19,12,0,6.35,0,
4/4/19,14,0,7.75,0.09,
4/5/19,7,0.09,9.15,0.029,
4/6/19,10,0.02,10.55,0.0029,
4/7/19,12,0,10.8,0.05029,
4/8/19,8,0.05,16.4,0.005029,
4/9/19,7,0,16.65,0.000502,
4/10/19,5,0,10,0.00005,
4/11/19,6,0,10,0.000005,
4/12/19,9,0,12.8,0.19,
4/13/19,5,0.19,18.6,0.019,
4/14/19,9,0,17.5,1.1519,
4/15/19,4,1.15,11.95,0.11519,
4/16/19,8,0,7.75,0.011519,
4/17/19,13,0,10.55,0.00115,
4/18/19,12,0,16.65,0.000115,
4/19/19,15,0,22.2,0.45,
4/20/19,15,0.45,18.3,0.785,
4/21/19,7,0.74,15.3,0.0785,
4/22/19,11,0,10.85,0.00785,
4/23/19,17,0,17.2,0.030785,
4/24/19,8,0.03,17.2,0.003074,
4/25/19,,0,15,0.3303,
4/26/19,10,0.33,14.75,0.53303,
4/27/19,4,0.5,10.6,0.143303,
4/28/19,6,0.09,8.65,0.01433,
4/29/19,13,0,8.05,0.001433,
4/30/19,,0,9.75,0.29014,
5/1/19,13,0.29,15.3,0.029009,
5/2/19,13,0,21.1,0.1229,
5/3/19,11,0.12,21.4,0.10229,
5/4/19,8,0.09,21.15,0.260229,
5/5/19,4,0.25,17.2,0.10602,
5/6/19,10,0.08,13.65,0.010602,
5/7/19,19,0,16.7,0.001059,
5/8/19,8,0,17.8,0.000105,
5/9/19,10,0,17.8,0.430008,
5/10/19,9,0.43,21.1,0.043,
5/11/19,4,0,17.25,0.3443,
5/12/19,7,0.34,16.15,0.39443,
5/13/19,10,0.36,13.05,0.139443,
5/14/19,4,0.1,11.1,0.01394,
5/15/19,16,0,9.2,0.001394,
5/16/19,12,0,12.25,0.000136,
5/17/19,12,0,18.35,0.35001,
5/18/19,15,0.35,18.6,0.065,
5/19/19,16,0.03,21.4,0.0065,
5/20/19,6,,,0.00065,
5/21/19,4,0,17.5,0.000065,
5/22/19,8,0,13.6,0.000003,
5/23/19,12,0,20.6,0,
5/24/19,6,,,0,
5/25/19,11,,,0,
5/26/19,10,,,0,
5/27/19,6,,,0.38,
5/28/19,13,0.38,23.05,0.728,
5/29/19,13,0.69,24.7,1.8028,
5/30/19,6,1.73,24.15,0.44028,
5/31/19,13,0.26,20.55,0.044028,
6/1/19,20,0,20.6,0.544399,
6/2/19,9,0.54,20.6,0.074433,
6/3/19,5,0.02,17.5,0.007426,
6/4/19,13,0,11.4,0.00074,
6/5/19,19,0,12.8,0.080074,
6/6/19,11,0.08,18.05,0.018002,
6/7/19,10,0.01,22.25,0.0018,
6/8/19,8,0,22.8,0.00018,
6/9/19,6,0,24.45,0.080018,
6/10/19,4,0.08,20.55,0.368001,
6/11/19,4,0.36,20,0.0368,
6/12/19,6,0,17.8,0.01368,
6/13/19,6,0.01,18.35,0.241368,
6/14/19,4,0.24,15.6,0.024136,
6/15/19,13,0,17.25,0.07241,
6/16/19,10,0.07,18.9,0.557241,
6/17/19,6,0.55,21.95,0.235724,
6/18/19,5,0.18,22.5,0.08357,
6/19/19,10,0.06,23.35,0.608357,
6/20/19,5,0.6,24.75,0.550835,
6/21/19,4,0.49,20.55,0.055078,
6/22/19,2,,,0.005506,
6/23/19,5,,,0.00055,
6/24/19,12,,,0.570049,
6/25/19,5,0.57,25.25,0.057,
6/26/19,7,0,23.6,0.0057,
6/27/19,15,0,24.2,1.84057,
6/28/19,17,1.84,23.6,0.324057,
6/29/19,18,0.14,26.1,0.1924,
6/30/19,8,0.16,25.55,0.01924,
7/1/19,9,0,21.95,0.001924,
7/2/19,17,0,21.95,0.400174,
7/3/19,9,0.4,25,0.040016,
7/4/19,20,0,25.3,0.004,
7/5/19,18,0,26.35,0.0004,
7/6/19,12,0,25.3,1.55004,
7/7/19,10,1.55,26.95,0.615,
7/8/19,12,0.46,23.05,0.0615,
7/9/19,10,0,25,0.00615,
7/10/19,13,0,24.7,0.000615,
7/11/19,7,0,26.4,2.180046,
7/12/19,9,2.18,21.7,0.218,
7/13/19,14,0,21.7,0.0218,
7/14/19,10,0,23.65,0.00218,
7/15/19,12,0,22.8,0.000218,
7/16/19,9,0,24.45,0.04,
7/17/19,9,0.04,26.95,0.014,
7/18/19,9,0.01,24.7,0.0014,
7/19/19,16,0,27.2,0.00014,
7/20/19,16,0,25.85,0.000014,
7/21/19,11,0,28.35,0.650001,
7/22/19,8,0.65,25,0.615,
7/23/19,7,0.55,23.05,0.0615,
7/24/19,11,0,20.55,0.14615,
7/25/19,11,0.14,20.3,0.014615,
7/26/19,17,0,23.05,0.001455,
7/27/19,16,0,23.05,0.00014,
7/28/19,17,0,25,0.000014,
7/29/19,20,0,26.1,0,
7/30/19,14,0,25.3,0.85,
7/31/19,10,0.85,24.15,0.095,
8/1/19,11,0.01,23.3,0.0095,
8/2/19,10,0,24.15,0.35095,
8/3/19,10,0.35,25.8,0.035095,
8/4/19,12,0,26.7,0.003501,
8/5/19,15,0,24.45,0.00035,
8/6/19,19,0,25.25,0.050035,
8/7/19,11,0.05,26.4,0.005,
8/8/19,9,0,24.45,0.0305,
8/9/19,8,0.03,23.85,0.00305,
8/10/19,11,0,21.95,0.000305,
8/11/19,12,0,21.4,0.00003,
8/12/19,12,0,22.5,0.000003,
8/13/19,12,0,24.45,0.73,
8/14/19,10,0.73,22.25,0.073,
8/15/19,13,0,25.55,0.6973,
8/16/19,14,0.69,23.6,0.06973,
8/17/19,14,0,23.6,0.036973,
8/18/19,15,0.03,24.45,0.00369,
8/19/19,6,0,25.55,0.000369,
8/20/19,10,0,26.1,0.13003,
8/21/19,9,0.13,28.9,0.013003,
8/22/19,8,0,25.3,0.4313,
8/23/19,5,0.43,24.7,0.04313,
8/24/19,5,0,21.15,0.004313,
8/25/19,6,0,18.9,0.00043,
8/26/19,4,0,20.3,0.180043,
8/27/19,6,0.18,19.75,0.418,
8/28/19,6,0.4,20.85,0.1318,
8/29/19,7,0.09,20,0.01318,
8/30/19,11,0,19.7,0.001318,
8/31/19,7,0,23.85,0.00013,
9/1/19,8,0,22.75,0.920009,
9/2/19,6,0.92,21.1,0.092,
9/3/19,17,0,21.7,0.0092,
9/4/19,11,0,22.5,0.00092,
9/5/19,6,0,22.5,0.000092,
9/6/19,9,0,21.4,0,
9/7/19,13,0,21.15,0,
9/8/19,17,0,19.4,0,
9/9/19,7,0,19.7,0,
9/10/19,12,0,21.4,0,
9/11/19,17,0,24.15,0,
9/12/19,10,0,26.1,0,
9/13/19,5,0,25,0.15,
9/14/19,5,0.15,25.55,0.015,
9/15/19,15,0,20,0.0115,
9/16/19,13,0.01,19.75,0.00115,
9/17/19,6,0,24.75,0.000115,
9/18/19,6,0,20.8,0.00001,
9/19/19,7,0,20.8,0.000001,
9/20/19,13,0,18.6,0,
9/21/19,20,0,19.75,0,
9/22/19,22,0,23.05,0.01,
9/23/19,14,0.01,24.7,0.001,
9/24/19,7,0,17.75,0.0001,
9/25/19,14,0,16.35,0.05001,
9/26/19,10,0.05,18.3,0.125001,
9/27/19,8,0.12,18.35,0.0125,
9/28/19,15,0,20.6,0.00125,
9/29/19,6,0,24.15,0.050125,
9/30/19,11,0.05,20.85,0.775012,
10/1/19,17,0.77,23.6,0.0775,
10/2/19,16,0,25.85,0.00775,
10/3/19,12,,,0.000775,
10/4/19,3,0,23.9,0.000077,
10/5/19,4,0,14.15,0,
10/6/19,9,0,15.25,1.65,
10/7/19,5,1.65,18.05,0.715,
10/8/19,6,0.55,13.6,0.0715,
10/9/19,6,0,17.2,0.00715,
10/10/19,5,0,17.2,0.000715,
10/11/19,5,0,18.05,0.000055,
10/12/19,6,0,11.65,0,
10/13/19,9,0,8.9,0,
10/14/19,8,0,11.1,0,
10/15/19,5,0,11.95,0,
10/16/19,6,0,15,0.96,
10/17/19,4,0.96,10.85,0.166,
10/18/19,7,0.07,6.95,0.0166,
10/19/19,8,0,7.8,0.00166,
10/20/19,8,0,11.1,0.000166,
10/21/19,7,0,15,0.020007,
10/22/19,5,0.02,16.1,0.622,
10/23/19,7,0.62,13.05,0.0622,
10/24/19,11,0,10.3,0.00622,
10/25/19,17,0,14.7,0.000622,
10/26/19,12,0,11.4,0.400062,
10/27/19,6,0.4,13.35,0.19,
10/28/19,10,0.15,13.05,0.019,
10/29/19,10,0,12.8,0.0019,
10/30/19,11,0,13.05,0.76019,
10/31/19,4,0.76,14.15,0.966015,
11/1/19,6,0.89,12.5,0.0966,
11/2/19,12,0,3.6,0.00966,
11/3/19,6,0,3.3,0.000966,
11/4/19,8,0,5.6,0.000089,
11/5/19,9,0,7.8,0.1,
11/6/19,10,0.1,6.65,0.04,
11/7/19,9,0.03,8.85,0.444,
11/8/19,6,0.44,2.5,0.0444,
11/9/19,10,0,1.65,0.00444,
11/10/19,10,0,6.95,0.000443,
11/11/19,15,0,14.15,0.170044,
11/12/19,5,0.17,9.45,0.117,
11/13/19,8,0.1,-4.15,0.0117,
11/14/19,12,0,-4.45,0.00117,
11/15/19,20,0,0.85,0.000117,
11/16/19,8,0,2.2,0.00001,
11/17/19,3,0,3.3,0,
11/18/19,9,0,6.35,0,
11/19/19,32,0,6.9,0,
11/20/19,27,0,5.8,0,
11/21/19,16,0,7.75,0.02,
11/22/19,5,0.02,12.5,0.172,
11/23/19,7,0.17,6.65,0.7472,
11/24/19,10,0.73,4.75,0.07472,
11/25/19,10,0,1.95,0.007472,
11/26/19,11,0,6.15,0.060747,
11/27/19,6,0.06,9.2,0.036073,
11/28/19,4,0.03,7.2,0.0036,
11/29/19,5,0,3.05,0.00036,
11/30/19,11,0,1.95,0.120036,
12/1/19,5,0.12,4.45,0.262003,
12/2/19,6,0.25,5.55,0.1162,
12/3/19,5,0.09,2.5,0.05162,
12/4/19,9,0.04,1.95,0.065162,
12/5/19,7,0.06,2.25,0.006515,
12/6/19,12,0,1.4,0.000649,
12/7/19,6,0,3.05,0.000064,
12/8/19,10,0,4.2,0.060006,
12/9/19,7,0.06,3.9,0.916,
12/10/19,8,0.91,10,0.1916,
12/11/19,9,0.1,3.6,0.01916,
12/12/19,12,0,-2.25,0.001916,
12/13/19,8,0,-0.55,0.170191,
12/14/19,6,0.17,3.85,0.50701,
12/15/19,17,0.49,5.85,0.0707,
12/16/19,3,0.02,1.95,0.46707,
12/17/19,6,0.46,0.8,0.146707,
12/18/19,11,0.1,-0.85,0.024669,
12/19/19,8,0.01,-7.5,0.002462,
12/20/19,20,0,-6.1,0.000246,
12/21/19,26,0,-3.35,0.00002,
12/22/19,24,0,2.2,0.000001,
12/23/19,25,,,0,
12/24/19,28,0,-0.25,0,
12/25/19,26,0,-0.55,0,
12/26/19,14,0,0.55,0,
12/27/19,12,0,9.2,0.05,
12/28/19,22,0.05,7.75,0.015,
12/29/19,11,0.01,7.5,0.4515,
12/30/19,3,0.45,8.9,0.05515,
12/31/19,2,0.01,8.85,1.185515,
1/1/20,5,1.18,3.05,0.128551,
1/2/20,10,0.01,1.95,0.402855,
1/3/20,6,0.39,5.8,0.690281,
1/4/20,6,0.65,7.8,0.119028,
1/5/20,5,0.05,3.35,0.011891,
1/6/20,6,0,2.8,0.001189,
1/7/20,9,0,2.2,0.000115,
1/8/20,7,0,1.35,0.000005,
1/9/20,6,0,-1.95,0,
1/10/20,11,0,1.65,0.64,
1/11/20,6,0.64,11.1,0.264,
1/12/20,2,0.2,14.15,0.0264,
1/13/20,9,0,5,0.00264,
1/14/20,10,0,3.05,0.000264,
1/15/20,15,0,2.5,0.00002,
1/16/20,7,0,4.15,0,
1/17/20,3,0,3.05,1.12,
1/18/20,6,1.12,-1.4,0.772,
1/19/20,9,0.66,2.2,0.0772,
1/20/20,10,0,-2.2,0.00772,
1/21/20,9,0,-6.65,0.000772,
1/22/20,26,0,-8.65,0.000066,
1/23/20,18,0,-6.15,0,
1/24/20,7,0,-1.4,0.92,
1/25/20,3,0.92,5.85,0.192,
1/26/20,3,0.1,4.15,0.0392,
1/27/20,9,0.02,0.85,0.02392,
1/28/20,8,0.02,1.4,0.032392,
1/29/20,6,0.03,-0.55,0.00323,
1/30/20,13,0,-0.55,0.000322,
1/31/20,17,0,-0.8,0.010032,
2/1/20,17,0.01,1.65,0.181003,
2/2/20,7,0.18,0.85,0.0681,
2/3/20,8,0.05,4.7,0.08681,
2/4/20,6,0.08,9.7,0.278681,
2/5/20,4,0.27,6.65,0.417868,
2/6/20,6,0.39,1.95,1.541785,
2/7/20,5,1.5,2.5,0.264178,
2/8/20,10,0.11,-1.1,0.026417,
2/9/20,9,0,-0.55,0.222639,
2/10/20,3,0.22,2.5,0.25226,
2/11/20,10,0.23,5.85,0.055211,
2/12/20,12,0.03,1.65,0.80552,
2/13/20,7,0.8,0.25,0.120552,
2/14/20,5,0.04,-2.5,0.012053,
2/15/20,9,0,-7.5,0.001203,
2/16/20,8,0,-3.6,0.00012,
2/17/20,12,0,0,0.000004,
2/18/20,7,0,3.9,0.13,
2/19/20,9,0.13,5,0.013,
2/20/20,7,0,-0.3,0.0013,
2/21/20,8,0,-5.25,0.00013,
2/22/20,9,0,-3.6,0.000013,
2/23/20,11,0,2.5,0,
2/24/20,14,0,5.3,0,
2/25/20,10,0,8.35,0.15,
2/26/20,8,0.15,8.9,0.705,
2/27/20,4,0.69,4.7,0.0805,
2/28/20,9,0.01,-3.6,0.00805,
2/29/20,6,0,-3.05,0.000805,
3/1/20,7,0,-1.65,0.000079,
3/2/20,14,0,2.5,0.120001,
3/3/20,7,0.12,11.4,0.442,
3/4/20,4,0.43,8.6,0.0442,
3/5/20,9,0,6.7,0.00442,
3/6/20,9,0,5.6,0.000442,
3/7/20,6,0,4.45,0.000043,
3/8/20,11,0,1.95,0,
3/9/20,15,0,6.95,0.12,
3/10/20,8,0.12,12.2,0.022,
3/11/20,14,0.01,7.8,0.0022,
3/12/20,13,0,5.55,0.12022,
3/13/20,7,0.12,13.9,0.012022,
3/14/20,6,0,9.75,0.251201,
3/15/20,7,0.25,5,0.02512,
3/16/20,5,0,5.3,0.072512,
3/17/20,9,0.07,6.7,0.03725,
3/18/20,10,0.03,4.45,0.673725,
3/19/20,6,0.67,8.35,0.79737,
3/20/20,5,0.73,15.85,0.789737,
3/21/20,5,0.71,10.55,0.078973,
3/22/20,6,0,0,0.037897,
3/23/20,5,0.03,5.55,0.373783,
3/24/20,9,0.37,6.95,0.107371,
3/25/20,4,0.07,6.95,0.16073,
3/26/20,9,0.15,7.75,0.206073,
3/27/20,11,0.19,11.95,0.380607,
3/28/20,12,0.36,13.35,0.788057,
3/29/20,4,0.75,16.7,0.078805,
3/30/20,3,0,18.1,0.007879,
3/31/20,5,0,9.7,0.060786,
4/1/20,5,0.06,8.05,0.076075,
4/2/20,5,0.07,8.05,0.0076,
4/3/20,4,0,8.05,0.00076,
4/4/20,8,0,8.05,0.000076,
4/5/20,16,0,8.9,0.000007,
4/6/20,6,0,11.1,0,
4/7/20,14,0,10,0.52,
4/8/20,7,0.52,12.5,0.292,
4/9/20,5,0.24,16.4,0.2392,
4/10/20,4,0.21,6.65,0.02392,
4/11/20,6,0,3.6,0.002392,
4/12/20,9,0,6.65,0.200234,
4/13/20,3,0.2,11.1,0.020021,
4/14/20,7,0,10.8,0.002,
4/15/20,7,0,2.75,0.4202,
4/16/20,8,0.42,2.2,0.04202,
4/17/20,11,0,4.15,0.6842,
4/18/20,8,0.68,5.55,0.06842,
4/19/20,8,0,6.4,0.006842,
4/20/20,4,0,8.3,0.00068,
4/21/20,5,0,11.7,0.060068,
4/22/20,6,0.06,5.85,0.006,
4/23/20,8,0,5.25,0.1506,
4/24/20,8,0.15,8.65,0.01506,
4/25/20,8,0,12.25,0.061506,
4/26/20,2,0.06,13.6,1.21615,
4/27/20,4,1.21,8.35,0.131615,
4/28/20,9,0.01,4.4,0.01316,
4/29/20,8,0,13.85,0.621316,
4/30/20,2,0.62,18.1,0.062131,
5/1/20,5,0,10.8,0.006201,
5/2/20,11,0,8.6,0.00062,
5/3/20,11,0,12.25,0.000062,
5/4/20,3,0,18.6,0,
5/5/20,3,0,7.25,0.18,
5/6/20,6,0.18,6.95,0.108,
5/7/20,6,0.09,3.35,0.0108,
5/8/20,5,0,8.9,0.28108,
5/9/20,3,0.28,5.3,0.028108,
5/10/20,5,0,3.35,0.072809,
5/11/20,5,0.07,10.85,0.00728,
5/12/20,5,0,6.65,0.000728,
5/13/20,7,0,8.3,0.00007,
5/14/20,11,0,10.55,0.000007,
5/15/20,9,0,12.25,0.11,
5/16/20,5,0.11,20,0.011,
5/17/20,8,0,20,0.0011,
5/18/20,6,0,21.4,0.04011,
5/19/20,5,0.04,21.15,0.004011,
5/20/20,4,0,18.1,0.0004,
5/21/20,8,0,16.1,0.13004,
5/22/20,6,0.13,17.75,0.173004,
5/23/20,8,0.16,19.15,0.0173,
5/24/20,11,0,20,0.00173,
5/25/20,9,0,22.2,0.000173,
5/26/20,6,0,24.45,0.000016,
5/27/20,5,0,24.75,0.03,
5/28/20,5,0.03,25,0.333,
5/29/20,6,0.33,23.05,0.5333,
5/30/20,4,0.5,19.45,0.05333,
5/31/20,4,0,15.3,0.005333,
6/1/20,7,0,12.25,0.000533,
6/2/20,10,0,14.45,0.00005,
6/3/20,10,0,20.3,0,
6/4/20,18,0,26.1,0.3,
6/5/20,12,0.3,24.2,0.03,
6/6/20,10,0,22.8,0.003,
6/7/20,6,0,22.75,0.0003,
6/8/20,7,0,16.4,0.00003,
6/9/20,14,0,23.35,0,
6/10/20,8,,,0.49,
6/11/20,5,0.49,25.8,0.049,
6/12/20,8,0,20.85,0.0049,
6/13/20,6,0,20.25,0.00049,
6/14/20,7,0,18.6,0.100049,
6/15/20,8,0.1,18.6,0.01,
6/16/20,8,0,20.55,0.001,
6/17/20,9,0,20.55,0.0001,
6/18/20,5,0,22.5,0.00001,
6/19/20,7,0,21.4,0.01,
6/20/20,12,0.01,22.75,0.001,
6/21/20,13,0,23.9,0.0001,
6/22/20,12,0,23.6,0.07001,
6/23/20,7,0.07,23.6,0.477001,
6/24/20,7,0.47,21.4,0.0477,
6/25/20,10,0,20.6,0.00477,
6/26/20,9,0,20.6,0.000477,
6/27/20,9,0,21.4,0.240047,
6/28/20,8,0.24,22.2,0.124,
6/29/20,9,0.1,23.35,0.0124,
6/30/20,9,,,0.00124,
7/1/20,6,0,25,0.000124,
7/2/20,12,0,23.35,0.00001,
7/3/20,16,0,25.3,0,
7/4/20,14,0,26.95,0,
7/5/20,18,0,28.35,0,
7/6/20,20,0,28.6,0,
7/7/20,16,0,28.35,0.15,
7/8/20,14,0.15,26.35,0.015,
7/9/20,14,0,28.05,0.0015,
7/10/20,10,0,29.45,0.00015,
7/11/20,6,,,0.000015,
7/12/20,12,0,23.6,0.1,
7/13/20,9,0.1,23.6,0.01,
7/14/20,7,0,21.7,0.001,
7/15/20,9,0,22.8,0.0001,
7/16/20,11,0,16.95,0.00001,
7/17/20,8,0,27.5,0,
7/18/20,16,0,25,0,
7/19/20,15,0,25.85,0,
7/20/20,8,0,28.6,0,
7/21/20,11,0,28.05,0,
7/22/20,8,0,26.4,0.33,
7/23/20,8,0.33,26.65,0.323,
7/24/20,8,0.29,25.8,0.0323,
